Hotel_Name,City,  Price  ,Rating,Amenities
Vivanta Heights Jaipur,Jaipur,172199.33,4,"Bar, Gym, Breakfast, Wifi, Parking, Conference Hall, Pool"
ITC Inn Pune,Pune,174400.33,4.1,"Bar, Restaurant, Conference Hall, Wifi, Breakfast"
Taj Heights Bengaluru,Bengaluru,176601.33,4.6,"Gym, Pool, Breakfast, Spa"
Courtyard Elite Kolkata,Kolkata,178802.33,4.1,"Pool, Restaurant, Breakfast, Parking"
Shangri-La Plaza Hyderabad,Hyderabad,181003.33,3.9,"Pool, Conference Hall, Spa, Parking, Bar, Breakfast, Airport Shuttle"
Hyatt Inn Goa,Goa,183204.33,3.9,"Pool, Gym, Bar, Conference Hall, Spa"
Westin Grand Jaipur,Jaipur,185405.33,3.9,"Airport Shuttle, Spa, Breakfast, Wifi, Pool"
Westin Plaza Mumbai,Mumbai,187606.33,4.8,"Restaurant, Airport Shuttle, Breakfast, Spa, Conference Hall, Parking, Pool"
Westin Royal Hyderabad,Hyderabad,189807.33,3.8,"Gym, Bar, Restaurant, Breakfast, Airport Shuttle, Spa"
Oberoi Resort Delhi,Delhi,192008.33,3.9,"Restaurant, Pool, Spa, Parking, Bar, Conference Hall, Wifi"
Courtyard Heights Delhi,Delhi,194209.33,3.9,"Bar, Airport Shuttle, Gym, Restaurant"
Westin Inn Delhi,Delhi,196410.33,3.7,"Bar, Pool, Airport Shuttle, Parking, Spa, Breakfast, Restaurant"
Fortune Plaza Kolkata,Kolkata,198611.33,3.6,"Conference Hall, Pool, Breakfast, Bar, Airport Shuttle, Gym"
Hyatt Palace Ahmedabad,Ahmedabad,200812.33,5,"Restaurant, Bar, Pool, Wifi, Conference Hall, Gym, Airport Shuttle"
Ramada Elite Kolkata,Kolkata,203013.33,4.5,"Airport Shuttle, Restaurant, Bar, Spa, Conference Hall"
Oberoi Residency Kolkata,Kolkata,205214.33,5,"Pool, Parking, Bar, Wifi, Airport Shuttle, Breakfast, Gym"
Westin Heights Hyderabad,Hyderabad,207415.33,3.8,"Restaurant, Airport Shuttle, Pool, Spa, Breakfast, Bar, Gym"
ITC Palace Bengaluru,Bengaluru,209616.33,4.6,"Restaurant, Pool, Gym, Breakfast"
Novotel Residency Kolkata,Kolkata,211817.33,3.7,"Airport Shuttle, Spa, Bar, Restaurant, Pool, Breakfast, Conference Hall"
Holiday Inn Royal Mumbai,Mumbai,214018.33,3.8,"Bar, Wifi, Spa, Pool, Gym, Conference Hall, Parking"
Fortune Resort Goa,Goa,216219.33,3.8,"Parking, Airport Shuttle, Restaurant, Breakfast"
Holiday Inn Plaza Ahmedabad,Ahmedabad,218420.33,3.7,"Airport Shuttle, Gym, Parking, Breakfast, Bar, Wifi"
JW Marriott Grand Hyderabad,Hyderabad,220621.33,4,"Restaurant, Gym, Bar, Spa, Parking"
JW Marriott Plaza Ahmedabad,Ahmedabad,222822.33,3.8,"Conference Hall, Gym, Airport Shuttle, Breakfast, Pool"
Hyatt Heights Hyderabad,Hyderabad,225023.33,3.6,"Wifi, Airport Shuttle, Gym, Pool, Spa, Parking"
Ramada Plaza Jaipur,Jaipur,227224.33,4.2,"Airport Shuttle, Gym, Pool, Parking, Wifi, Breakfast, Conference Hall"
The Orchid Suites Bengaluru,Bengaluru,229425.33,3.9,"Breakfast, Airport Shuttle, Pool, Parking, Wifi, Gym, Bar"
Fortune Heights Mumbai,Mumbai,231626.33,3.8,"Pool, Spa, Parking, Bar, Wifi, Conference Hall, Gym"
Grand Hyatt Heights Pune,Pune,233827.33,5,"Spa, Restaurant, Bar, Pool, Parking"
JW Marriott Suites Delhi,Delhi,236028.33,3.6,"Conference Hall, Parking, Gym, Airport Shuttle, Restaurant, Bar"
Westin Inn Ahmedabad,Ahmedabad,238229.33,4.3,"Gym, Bar, Wifi, Breakfast"
JW Marriott Suites Goa,Goa,240430.33,4.6,"Bar, Airport Shuttle, Gym, Parking, Restaurant"
Vivanta Plaza Chennai,Chennai,242631.33,3.6,"Bar, Conference Hall, Parking, Restaurant"
Grand Hyatt Heights Jaipur,Jaipur,244832.33,4.4,"Airport Shuttle, Restaurant, Pool, Bar"
Fortune Suites Chennai,Chennai,247033.33,4.7,"Parking, Restaurant, Breakfast, Gym, Airport Shuttle, Conference Hall, Pool"
Oberoi Resort Jaipur,Jaipur,249234.33,4.5,"Wifi, Pool, Airport Shuttle, Breakfast"
The Leela Heights Goa,Goa,251435.33,3.5,"Spa, Gym, Parking, Pool, Conference Hall, Wifi, Restaurant"
Vivanta Resort Pune,Pune,253636.33,4.9,"Wifi, Bar, Parking, Restaurant, Conference Hall"
Novotel Grand Chennai,Chennai,255837.33,3.6,"Airport Shuttle, Pool, Gym, Parking, Conference Hall"
Ramada Palace Jaipur,Jaipur,258038.33,4.5,"Bar, Gym, Airport Shuttle, Wifi"
Novotel Grand Chennai,Chennai,260239.33,4.7,"Restaurant, Breakfast, Parking, Pool"
Holiday Inn Residency Goa,Goa,262440.33,4.3,"Breakfast, Gym, Airport Shuttle, Conference Hall"
Radisson Blu Plaza Goa,Goa,264641.33,4.5,"Pool, Breakfast, Gym, Bar, Wifi"
Oberoi Resort Chennai,Chennai,266842.33,4,"Spa, Parking, Pool, Airport Shuttle, Conference Hall"
Shangri-La Royal Ahmedabad,Ahmedabad,269043.33,4.7,"Parking, Spa, Conference Hall, Restaurant"
Holiday Inn Palace Bengaluru,Bengaluru,271244.33,4.8,"Airport Shuttle, Bar, Pool, Breakfast, Spa"
Shangri-La Elite Pune,Pune,273445.33,5,"Restaurant, Gym, Bar, Airport Shuttle, Parking, Spa"
Grand Hyatt Residency Kolkata,Kolkata,275646.33,4.2,"Wifi, Pool, Breakfast, Gym"
Radisson Blu Palace Mumbai,Mumbai,277847.33,4.1,"Conference Hall, Bar, Breakfast, Restaurant, Spa, Wifi"
Fortune Royal Kolkata,Kolkata,280048.33,3.9,"Pool, Conference Hall, Spa, Bar, Breakfast, Parking"
Trident Royal Chennai,Chennai,282249.33,4.6,"Parking, Bar, Spa, Wifi"
Novotel Plaza Pune,Pune,284450.33,4.2,"Parking, Gym, Pool, Wifi"
JW Marriott Residency Mumbai,Mumbai,286651.33,4.9,"Gym, Restaurant, Breakfast, Conference Hall, Airport Shuttle, Wifi"
Taj Plaza Hyderabad,Hyderabad,288852.33,4.3,"Breakfast, Pool, Airport Shuttle, Spa, Parking, Gym"
The Orchid Royal Jaipur,Jaipur,291053.33,4.1,"Pool, Breakfast, Spa, Restaurant, Parking, Wifi"
The Orchid Suites Mumbai,Mumbai,293254.33,4.2,"Gym, Breakfast, Wifi, Parking, Restaurant, Spa, Pool"
Trident Plaza Delhi,Delhi,295455.33,4.6,"Pool, Restaurant, Breakfast, Parking, Conference Hall, Wifi"
Hyatt Elite Delhi,Delhi,297656.33,4.9,"Airport Shuttle, Parking, Conference Hall, Gym"
ITC Heights Kolkata,Kolkata,299857.33,4.1,"Breakfast, Parking, Spa, Airport Shuttle, Gym, Conference Hall"
Conrad Elite Delhi,Delhi,302058.33,4.7,"Wifi, Bar, Breakfast, Pool, Parking"
Grand Hyatt Resort Mumbai,Mumbai,304259.33,4.6,"Parking, Pool, Spa, Breakfast, Conference Hall, Airport Shuttle, Bar"
The Orchid Inn Goa,Goa,306460.33,3.6,"Conference Hall, Bar, Restaurant, Spa, Airport Shuttle"
ITC Grand Ahmedabad,Ahmedabad,308661.33,3.7,"Pool, Wifi, Bar, Restaurant, Breakfast, Airport Shuttle, Gym"
Vivanta Plaza Hyderabad,Hyderabad,310862.33,4.7,"Restaurant, Airport Shuttle, Parking, Pool, Wifi, Bar"
JW Marriott Grand Ahmedabad,Ahmedabad,313063.33,3.7,"Airport Shuttle, Restaurant, Bar, Wifi, Parking, Gym, Pool"
Courtyard Heights Bengaluru,Bengaluru,315264.33,4.8,"Gym, Parking, Wifi, Pool"
Trident Grand Goa,Goa,317465.33,3.9,"Bar, Conference Hall, Wifi, Restaurant, Gym, Breakfast"
Hyatt Plaza Mumbai,Mumbai,319666.33,4.2,"Pool, Airport Shuttle, Breakfast, Bar, Conference Hall"
The Leela Palace Mumbai,Mumbai,321867.33,4.7,"Gym, Spa, Bar, Breakfast, Restaurant"
ITC Royal Ahmedabad,Ahmedabad,324068.33,4.9,"Wifi, Pool, Spa, Restaurant"
Courtyard Grand Goa,Goa,326269.33,4.8,"Pool, Wifi, Airport Shuttle, Conference Hall, Breakfast, Parking"
Fairmont Heights Chennai,Chennai,328470.33,4.1,"Gym, Restaurant, Spa, Pool, Breakfast, Conference Hall, Airport Shuttle"
JW Marriott Royal Mumbai,Mumbai,330671.33,4.4,"Airport Shuttle, Bar, Breakfast, Wifi, Conference Hall, Gym"
Holiday Inn Plaza Goa,Goa,332872.33,4.5,"Conference Hall, Wifi, Bar, Airport Shuttle, Restaurant"
Grand Hyatt Elite Jaipur,Jaipur,335073.33,4.2,"Bar, Parking, Gym, Wifi, Airport Shuttle, Conference Hall"
Novotel Inn Mumbai,Mumbai,337274.33,4.7,"Conference Hall, Restaurant, Spa, Pool, Wifi, Bar, Parking"
Vivanta Palace Kolkata,Kolkata,339475.33,5,"Breakfast, Bar, Restaurant, Conference Hall, Pool"
Hyatt Royal Delhi,Delhi,341676.33,4.7,"Breakfast, Wifi, Restaurant, Parking, Bar, Pool"
Oberoi Heights Delhi,Delhi,343877.33,4,"Wifi, Pool, Breakfast, Conference Hall, Parking, Bar, Airport Shuttle"
Ramada Palace Jaipur,Jaipur,346078.33,4.9,"Gym, Restaurant, Breakfast, Bar, Airport Shuttle"
The Orchid Residency Mumbai,Mumbai,348279.33,4.6,"Pool, Conference Hall, Restaurant, Wifi, Gym"
Holiday Inn Grand Ahmedabad,Ahmedabad,350480.33,4,"Gym, Bar, Airport Shuttle, Restaurant, Breakfast"
Hyatt Royal Kolkata,Kolkata,352681.33,4,"Bar, Parking, Conference Hall, Pool, Breakfast"
Taj Plaza Ahmedabad,Ahmedabad,354882.33,5,"Gym, Restaurant, Spa, Conference Hall"
Oberoi Heights Pune,Pune,357083.33,4,"Spa, Restaurant, Conference Hall, Pool"
ITC Heights Hyderabad,Hyderabad,359284.33,3.9,"Pool, Restaurant, Parking, Bar, Wifi"
Taj Plaza Mumbai,Mumbai,361485.33,4.6,"Bar, Airport Shuttle, Breakfast, Gym, Parking"
Holiday Inn Heights Pune,Pune,363686.33,4.8,"Gym, Airport Shuttle, Pool, Bar, Wifi"
Westin Resort Mumbai,Mumbai,365887.33,4.9,"Restaurant, Gym, Bar, Pool"
ITC Grand Kolkata,Kolkata,368088.33,4.4,"Wifi, Bar, Gym, Parking, Spa, Pool, Breakfast"
The Leela Suites Hyderabad,Hyderabad,370289.33,4.1,"Parking, Breakfast, Spa, Wifi, Bar, Airport Shuttle"
Oberoi Heights Kolkata,Kolkata,372490.33,3.6,"Bar, Pool, Parking, Breakfast"
Shangri-La Suites Jaipur,Jaipur,374691.33,3.5,"Parking, Pool, Airport Shuttle, Bar, Wifi"
Westin Heights Chennai,Chennai,376892.33,4.8,"Pool, Conference Hall, Bar, Breakfast, Gym, Spa"
Grand Hyatt Heights Goa,Goa,379093.33,3.9,"Parking, Spa, Breakfast, Airport Shuttle, Wifi, Pool, Restaurant"
ITC Elite Hyderabad,Hyderabad,381294.33,5,"Conference Hall, Wifi, Bar, Airport Shuttle, Parking"
Fairmont Heights Kolkata,Kolkata,383495.33,4.8,"Parking, Pool, Bar, Airport Shuttle, Restaurant, Wifi, Conference Hall"
The Leela Residency Jaipur,Jaipur,385696.33,5,"Gym, Wifi, Bar, Conference Hall, Restaurant"
Fairmont Residency Delhi,Delhi,387897.33,4.4,"Pool, Breakfast, Bar, Parking, Spa, Airport Shuttle"
Trident Elite Bengaluru,Bengaluru,390098.33,4.9,"Breakfast, Conference Hall, Bar, Wifi"
Fairmont Residency Goa,Goa,392299.33,4.4,"Pool, Breakfast, Parking, Bar"
Fortune Plaza Hyderabad,Hyderabad,394500.33,4.1,"Breakfast, Airport Shuttle, Wifi, Pool, Gym, Spa, Bar"
Shangri-La Plaza Ahmedabad,Ahmedabad,396701.33,4.1,"Spa, Wifi, Airport Shuttle, Gym, Bar, Conference Hall"
Trident Inn Bengaluru,Bengaluru,398902.33,4.8,"Spa, Gym, Parking, Restaurant"
Courtyard Inn Hyderabad,Hyderabad,401103.33,4.1,"Spa, Airport Shuttle, Breakfast, Bar"
Fairmont Elite Jaipur,Jaipur,403304.33,4.1,"Conference Hall, Gym, Pool, Breakfast"
Ramada Residency Chennai,Chennai,405505.33,4.8,"Gym, Spa, Conference Hall, Bar"
The Orchid Palace Delhi,Delhi,407706.33,3.6,"Spa, Parking, Restaurant, Bar, Breakfast, Conference Hall"
Holiday Inn Palace Pune,Pune,409907.33,4.1,"Gym, Airport Shuttle, Restaurant, Breakfast, Pool, Bar, Wifi"
Westin Plaza Mumbai,Mumbai,412108.33,3.7,"Spa, Breakfast, Conference Hall, Gym, Restaurant"
Fairmont Palace Kolkata,Kolkata,414309.33,4.7,"Airport Shuttle, Gym, Conference Hall, Parking"
Taj Inn Delhi,Delhi,416510.33,4.7,"Parking, Bar, Conference Hall, Airport Shuttle, Gym, Spa"
Vivanta Heights Delhi,Delhi,418711.33,4.5,"Breakfast, Pool, Wifi, Parking, Restaurant, Gym, Bar"
Westin Heights Pune,Pune,420912.33,4,"Restaurant, Parking, Conference Hall, Breakfast, Bar, Gym"
Radisson Blu Elite Goa,Goa,423113.33,3.9,"Breakfast, Bar, Restaurant, Airport Shuttle"
JW Marriott Heights Mumbai,Mumbai,425314.33,3.9,"Bar, Breakfast, Wifi, Parking, Restaurant, Conference Hall, Pool"
Trident Elite Delhi,Delhi,427515.33,4.7,"Conference Hall, Parking, Gym, Bar, Restaurant, Breakfast"
Hyatt Grand Bengaluru,Bengaluru,429716.33,3.7,"Conference Hall, Gym, Restaurant, Airport Shuttle, Wifi, Pool"
Grand Hyatt Inn Delhi,Delhi,431917.33,4.7,"Restaurant, Parking, Conference Hall, Spa, Wifi, Bar"
The Orchid Royal Ahmedabad,Ahmedabad,434118.33,4.4,"Spa, Conference Hall, Pool, Bar, Restaurant, Breakfast, Gym"
Fairmont Residency Mumbai,Mumbai,436319.33,5,"Bar, Airport Shuttle, Gym, Conference Hall, Restaurant, Pool"
ITC Resort Jaipur,Jaipur,438520.33,5,"Wifi, Breakfast, Airport Shuttle, Gym, Pool, Restaurant"
Oberoi Heights Goa,Goa,440721.33,4.6,"Gym, Bar, Conference Hall, Spa"
Fairmont Plaza Jaipur,Jaipur,442922.33,3.6,"Restaurant, Wifi, Breakfast, Bar, Parking"
Radisson Blu Palace Mumbai,Mumbai,445123.33,4.6,"Restaurant, Parking, Gym, Wifi, Spa"
Ramada Inn Ahmedabad,Ahmedabad,447324.33,3.6,"Parking, Breakfast, Airport Shuttle, Restaurant"
Ramada Elite Ahmedabad,Ahmedabad,449525.33,4.2,"Restaurant, Airport Shuttle, Breakfast, Bar, Pool"
Hyatt Palace Chennai,Chennai,451726.33,3.8,"Spa, Wifi, Gym, Conference Hall, Airport Shuttle"
The Orchid Inn Chennai,Chennai,453927.33,4.3,"Breakfast, Wifi, Pool, Restaurant"
Taj Grand Mumbai,Mumbai,456128.33,4.2,"Conference Hall, Parking, Airport Shuttle, Restaurant"
JW Marriott Palace Delhi,Delhi,458329.33,4.1,"Conference Hall, Parking, Gym, Spa"
The Leela Royal Kolkata,Kolkata,460530.33,3.9,"Airport Shuttle, Spa, Conference Hall, Bar"
Vivanta Suites Kolkata,Kolkata,462731.33,4.6,"Gym, Wifi, Airport Shuttle, Pool, Restaurant, Spa"
Trident Palace Delhi,Delhi,464932.33,4.5,"Breakfast, Airport Shuttle, Gym, Wifi"
Ramada Grand Pune,Pune,467133.33,3.9,"Airport Shuttle, Parking, Conference Hall, Spa, Wifi"
The Leela Palace Goa,Goa,469334.33,3.9,"Bar, Pool, Conference Hall, Breakfast, Wifi, Restaurant"
JW Marriott Resort Goa,Goa,471535.33,4.8,"Pool, Restaurant, Conference Hall, Breakfast, Wifi, Spa"
Holiday Inn Inn Jaipur,Jaipur,473736.33,4.1,"Bar, Gym, Pool, Airport Shuttle, Restaurant, Wifi, Breakfast"
The Leela Royal Chennai,Chennai,475937.33,4.7,"Gym, Bar, Restaurant, Parking, Wifi, Pool, Spa"
Conrad Plaza Pune,Pune,478138.33,3.6,"Restaurant, Wifi, Spa, Breakfast, Gym, Parking"
Ramada Grand Ahmedabad,Ahmedabad,480339.33,4.5,"Airport Shuttle, Restaurant, Bar, Pool, Parking"
Shangri-La Palace Mumbai,Mumbai,482540.33,4.9,"Airport Shuttle, Gym, Pool, Bar, Spa, Conference Hall, Breakfast"
Trident Palace Bengaluru,Bengaluru,484741.33,3.8,"Bar, Spa, Pool, Conference Hall, Breakfast, Parking, Restaurant"
ITC Heights Jaipur,Jaipur,486942.33,3.7,"Wifi, Pool, Bar, Spa, Breakfast, Parking, Restaurant"
ITC Royal Ahmedabad,Ahmedabad,489143.33,4,"Airport Shuttle, Restaurant, Conference Hall, Bar, Wifi"
Novotel Resort Jaipur,Jaipur,491344.33,4.7,"Restaurant, Airport Shuttle, Pool, Wifi, Breakfast, Conference Hall, Bar"
Trident Inn Hyderabad,Hyderabad,493545.33,4.3,"Wifi, Gym, Airport Shuttle, Pool"
Fairmont Inn Pune,Pune,495746.33,3.8,"Bar, Spa, Airport Shuttle, Breakfast"
Radisson Blu Grand Hyderabad,Hyderabad,497947.33,4.1,"Airport Shuttle, Breakfast, Gym, Spa"
Taj Palace Kolkata,Kolkata,500148.33,4.9,"Conference Hall, Gym, Breakfast, Restaurant, Pool, Wifi, Spa"
Shangri-La Resort Ahmedabad,Ahmedabad,502349.33,4.8,"Breakfast, Spa, Parking, Conference Hall, Gym, Restaurant, Bar"
JW Marriott Plaza Goa,Goa,504550.33,4.6,"Conference Hall, Restaurant, Spa, Pool, Bar, Parking"
Westin Residency Hyderabad,Hyderabad,506751.33,4.5,"Conference Hall, Breakfast, Restaurant, Airport Shuttle, Wifi"
Grand Hyatt Heights Kolkata,Kolkata,508952.33,4.4,"Conference Hall, Parking, Bar, Airport Shuttle, Wifi, Breakfast, Restaurant"
Taj Residency Chennai,Chennai,511153.33,4.5,"Parking, Gym, Breakfast, Restaurant, Conference Hall"
JW Marriott Inn Mumbai,Mumbai,513354.33,4.6,"Restaurant, Airport Shuttle, Pool, Parking"
Fortune Elite Delhi,Delhi,515555.33,3.9,"Wifi, Bar, Conference Hall, Spa, Restaurant, Gym"
Fortune Palace Mumbai,Mumbai,517756.33,3.9,"Spa, Restaurant, Breakfast, Bar, Conference Hall, Pool, Gym"
Courtyard Grand Goa,Goa,519957.33,4.9,"Bar, Wifi, Breakfast, Gym"
Fortune Residency Bengaluru,Bengaluru,522158.33,4.4,"Wifi, Restaurant, Airport Shuttle, Conference Hall, Pool, Breakfast"
JW Marriott Royal Hyderabad,Hyderabad,524359.33,4.7,"Airport Shuttle, Conference Hall, Restaurant, Wifi, Breakfast, Gym"
Ramada Residency Delhi,Delhi,526560.33,3.6,"Bar, Conference Hall, Breakfast, Wifi, Gym"
Novotel Resort Delhi,Delhi,528761.33,4,"Breakfast, Conference Hall, Airport Shuttle, Parking, Restaurant"
Taj Resort Pune,Pune,530962.33,3.9,"Wifi, Restaurant, Bar, Airport Shuttle, Breakfast"
Holiday Inn Elite Bengaluru,Bengaluru,533163.33,3.9,"Conference Hall, Breakfast, Airport Shuttle, Spa, Wifi, Gym"
Radisson Blu Elite Hyderabad,Hyderabad,535364.33,4.9,"Conference Hall, Breakfast, Wifi, Restaurant, Airport Shuttle"
Radisson Blu Plaza Delhi,Delhi,537565.33,3.7,"Pool, Gym, Wifi, Spa, Restaurant, Conference Hall, Airport Shuttle"
ITC Palace Pune,Pune,539766.33,4.7,"Breakfast, Spa, Parking, Conference Hall"
Holiday Inn Plaza Jaipur,Jaipur,541967.33,4,"Pool, Conference Hall, Wifi, Restaurant, Bar, Parking, Airport Shuttle"
Oberoi Grand Mumbai,Mumbai,544168.33,4.9,"Parking, Breakfast, Pool, Gym"
Courtyard Plaza Chennai,Chennai,546369.33,4.5,"Gym, Conference Hall, Spa, Pool, Restaurant, Airport Shuttle, Breakfast"
JW Marriott Resort Bengaluru,Bengaluru,548570.33,4.3,"Pool, Wifi, Conference Hall, Parking, Bar"
Holiday Inn Elite Kolkata,Kolkata,550771.33,4,"Spa, Bar, Gym, Pool, Conference Hall, Restaurant"
Shangri-La Suites Bengaluru,Bengaluru,552972.33,3.8,"Conference Hall, Airport Shuttle, Pool, Gym"
ITC Grand Bengaluru,Bengaluru,555173.33,4.6,"Restaurant, Breakfast, Gym, Conference Hall, Bar, Pool, Wifi"
Westin Grand Ahmedabad,Ahmedabad,557374.33,3.8,"Airport Shuttle, Restaurant, Parking, Conference Hall, Breakfast, Pool, Gym"
Trident Residency Chennai,Chennai,559575.33,4,"Bar, Parking, Restaurant, Pool, Airport Shuttle"
Trident Heights Jaipur,Jaipur,561776.33,4,"Airport Shuttle, Conference Hall, Pool, Breakfast, Restaurant, Parking"
ITC Residency Bengaluru,Bengaluru,563977.33,4.3,"Pool, Breakfast, Wifi, Bar, Parking, Airport Shuttle"
Oberoi Plaza Ahmedabad,Ahmedabad,566178.33,4.4,"Conference Hall, Parking, Airport Shuttle, Restaurant"
JW Marriott Plaza Hyderabad,Hyderabad,568379.33,4.8,"Gym, Airport Shuttle, Pool, Spa, Breakfast, Parking"
Taj Royal Delhi,Delhi,570580.33,3.7,"Airport Shuttle, Gym, Conference Hall, Parking, Bar"
JW Marriott Resort Jaipur,Jaipur,572781.33,3.8,"Spa, Pool, Parking, Gym, Conference Hall, Wifi, Restaurant"
Ramada Plaza Hyderabad,Hyderabad,574982.33,4.9,"Wifi, Restaurant, Pool, Conference Hall"
Ramada Inn Bengaluru,Bengaluru,577183.33,4.3,"Bar, Breakfast, Restaurant, Parking, Airport Shuttle"
ITC Inn Kolkata,Kolkata,579384.33,5,"Conference Hall, Bar, Restaurant, Breakfast, Gym"
Conrad Royal Jaipur,Jaipur,581585.33,4.3,"Airport Shuttle, Gym, Spa, Wifi, Parking"
Vivanta Residency Delhi,Delhi,583786.33,3.7,"Spa, Bar, Restaurant, Airport Shuttle"
The Leela Heights Jaipur,Jaipur,585987.33,3.8,"Bar, Wifi, Spa, Conference Hall, Pool"
Oberoi Residency Ahmedabad,Ahmedabad,588188.33,4.4,"Breakfast, Gym, Wifi, Pool"
Vivanta Elite Goa,Goa,590389.33,4.4,"Parking, Pool, Spa, Airport Shuttle"
Shangri-La Heights Jaipur,Jaipur,592590.33,3.8,"Breakfast, Gym, Conference Hall, Parking, Restaurant, Bar, Airport Shuttle"
Hyatt Heights Hyderabad,Hyderabad,594791.33,4.4,"Bar, Breakfast, Gym, Wifi, Conference Hall"
Radisson Blu Elite Kolkata,Kolkata,596992.33,4.1,"Breakfast, Pool, Gym, Spa, Parking"
Shangri-La Elite Mumbai,Mumbai,599193.33,4.6,"Airport Shuttle, Gym, Wifi, Bar"
Fairmont Plaza Kolkata,Kolkata,601394.33,4.8,"Spa, Airport Shuttle, Bar, Gym, Parking, Restaurant, Wifi"
Fairmont Inn Goa,Goa,603595.33,4.6,"Parking, Conference Hall, Bar, Gym"
Radisson Blu Palace Mumbai,Mumbai,605796.33,4.3,"Bar, Spa, Restaurant, Conference Hall"
Grand Hyatt Residency Pune,Pune,607997.33,4.5,"Parking, Conference Hall, Bar, Breakfast, Gym, Airport Shuttle"
Vivanta Suites Chennai,Chennai,610198.33,4.3,"Gym, Restaurant, Airport Shuttle, Breakfast, Bar, Parking, Conference Hall"
Holiday Inn Grand Goa,Goa,612399.33,3.8,"Pool, Spa, Bar, Airport Shuttle, Gym"
Fortune Palace Ahmedabad,Ahmedabad,614600.33,4.1,"Pool, Gym, Airport Shuttle, Parking"
Fairmont Grand Pune,Pune,616801.33,3.8,"Breakfast, Wifi, Bar, Spa"
Shangri-La Inn Kolkata,Kolkata,619002.33,4.9,"Gym, Airport Shuttle, Conference Hall, Wifi"
Radisson Blu Inn Kolkata,Kolkata,621203.33,3.6,"Breakfast, Gym, Wifi, Conference Hall, Pool"
Taj Grand Goa,Goa,623404.33,4.7,"Bar, Breakfast, Spa, Parking, Wifi, Restaurant"
ITC Inn Kolkata,Kolkata,625605.33,4.7,"Restaurant, Parking, Spa, Conference Hall, Pool, Airport Shuttle"
Holiday Inn Palace Ahmedabad,Ahmedabad,627806.33,3.8,"Conference Hall, Pool, Parking, Gym"
The Leela Inn Kolkata,Kolkata,630007.33,4.3,"Airport Shuttle, Bar, Breakfast, Conference Hall, Pool, Gym"
Courtyard Royal Jaipur,Jaipur,632208.33,3.5,"Parking, Pool, Bar, Restaurant"
Novotel Resort Delhi,Delhi,634409.33,4.9,"Parking, Spa, Breakfast, Wifi"
Holiday Inn Grand Hyderabad,Hyderabad,636610.33,4.9,"Restaurant, Breakfast, Spa, Parking, Gym, Pool, Bar"
Conrad Suites Delhi,Delhi,638811.33,3.9,"Spa, Breakfast, Conference Hall, Bar, Pool, Parking"
Grand Hyatt Grand Goa,Goa,641012.33,4.9,"Breakfast, Wifi, Conference Hall, Bar, Spa, Gym, Parking"
Conrad Inn Ahmedabad,Ahmedabad,643213.33,3.8,"Bar, Spa, Gym, Wifi, Parking, Conference Hall"
Conrad Palace Kolkata,Kolkata,645414.33,4,"Airport Shuttle, Pool, Breakfast, Gym, Restaurant"
Taj Suites Mumbai,Mumbai,647615.33,4.4,"Restaurant, Parking, Gym, Conference Hall, Airport Shuttle, Pool"
Vivanta Royal Jaipur,Jaipur,649816.33,4,"Bar, Spa, Breakfast, Restaurant, Gym, Airport Shuttle, Conference Hall"
Vivanta Residency Jaipur,Jaipur,652017.33,3.7,"Pool, Parking, Spa, Conference Hall, Airport Shuttle"
Holiday Inn Residency Delhi,Delhi,654218.33,4.9,"Airport Shuttle, Wifi, Gym, Spa, Bar"
JW Marriott Elite Kolkata,Kolkata,656419.33,4,"Parking, Breakfast, Wifi, Spa, Airport Shuttle, Pool, Restaurant"
Radisson Blu Heights Bengaluru,Bengaluru,658620.33,4.4,"Restaurant, Parking, Breakfast, Gym, Conference Hall, Airport Shuttle, Bar"
Grand Hyatt Plaza Mumbai,Mumbai,660821.33,4,"Breakfast, Conference Hall, Gym, Bar, Airport Shuttle"
Grand Hyatt Elite Hyderabad,Hyderabad,663022.33,4.7,"Pool, Bar, Parking, Spa, Restaurant, Breakfast, Airport Shuttle"
Trident Royal Chennai,Chennai,665223.33,4.1,"Pool, Gym, Restaurant, Breakfast"
Trident Inn Hyderabad,Hyderabad,667424.33,3.9,"Parking, Airport Shuttle, Restaurant, Conference Hall, Breakfast, Bar, Spa"
Fairmont Residency Goa,Goa,669625.33,3.5,"Parking, Pool, Spa, Conference Hall, Airport Shuttle"
The Leela Grand Pune,Pune,671826.33,4.8,"Wifi, Bar, Pool, Breakfast"
Vivanta Residency Ahmedabad,Ahmedabad,674027.33,4.5,"Parking, Spa, Conference Hall, Restaurant, Gym, Airport Shuttle, Pool"
JW Marriott Residency Kolkata,Kolkata,676228.33,3.6,"Restaurant, Airport Shuttle, Conference Hall, Bar, Parking, Gym"
Fortune Residency Jaipur,Jaipur,678429.33,4.3,"Breakfast, Bar, Parking, Gym, Spa, Airport Shuttle, Pool"
ITC Inn Jaipur,Jaipur,680630.33,4.1,"Parking, Wifi, Conference Hall, Breakfast, Pool"
Grand Hyatt Heights Bengaluru,Bengaluru,682831.33,3.5,"Airport Shuttle, Parking, Wifi, Bar, Spa, Gym, Pool"
Taj Resort Kolkata,Kolkata,685032.33,4.1,"Bar, Spa, Gym, Restaurant, Breakfast, Conference Hall, Parking"
